Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,State_abb,Profit Margin,Delivery Days,Year,Quarter,Month,Month_Name,Year_Month,Discount Category,Acquisition_Channel,CAC,Acquisition_Campaign,LTV_CAC_Ratio,Discount_Cost
2243,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.2712,CA,0.27,4,2017,4,11,Nov,2017-11,No Discount,Paid Search,26.07,Competitor_Keywords,-11.18,0.0
2244,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,2,0.0,1.4456,CA,0.26,4,2017,4,11,Nov,2017-11,No Discount,Paid Search,26.07,Competitor_Keywords,-11.18,0.0
2245,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0.0,3.5178,CA,0.39,4,2017,4,11,Nov,2017-11,No Discount,Paid Search,26.07,Competitor_Keywords,-11.18,0.0
2246,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0.0,2.2412,CA,0.26,4,2017,4,11,Nov,2017-11,No Discount,Paid Search,26.07,Competitor_Keywords,-11.18,0.0
2247,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,CA,0.075,4,2017,4,11,Nov,2017-11,Low (1-20%),Paid Search,26.07,Competitor_Keywords,-11.18,164.994
2248,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128,CA,0.48,3,2015,1,2,Feb,2015-02,No Discount,Organic,9.85,SEO_Content,76.56,0.0
2249,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.0375,CA,0.3125,3,2015,1,2,Feb,2015-02,Low (1-20%),Organic,9.85,SEO_Content,76.56,10.43
2250,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176,CA,0.36250000000000004,3,2015,1,2,Feb,2015-02,Low (1-20%),Organic,9.85,SEO_Content,76.56,2.88
2251,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,0.0,157.0176,CA,0.2899999999999999,3,2015,1,2,Feb,2015-02,No Discount,Organic,9.85,SEO_Content,76.56,0.0
2252,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.3312,CA,0.48000000000000004,3,2015,1,2,Feb,2015-02,No Discount,Organic,9.85,SEO_Content,76.56,0.0
2253,CA-2016-117849,2016-04-15,2016-04-17,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.976,CA,0.48000000000000004,2,2016,2,4,Apr,2016-04,No Discount,Organic,11.17,Referral_Program,10.98,0.0
2254,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.2758,CA,0.33,3,2015,3,9,Sep,2015-09,No Discount,Paid Search,29.98,Competitor_Keywords,-93.33,0.0
2255,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0.0,15.246,CA,0.35,3,2015,3,9,Sep,2015-09,No Discount,Paid Search,29.98,Competitor_Keywords,-93.33,0.0
2256,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,3,0.0,131.355,ME,0.29999999999999993,5,2016,3,9,Sep,2016-09,No Discount,Display,38.71,Prospecting_Display,53.19,0.0
2257,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,ME,0.31,5,2016,3,9,Sep,2016-09,No Discount,Display,38.71,Prospecting_Display,53.19,0.0
2258,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.972,CA,0.075,3,2017,2,6,Jun,2017-06,Low (1-20%),Email,8.76,Re_Engagement,-33.64,303.24
2259,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138,CA,0.4700000000000001,3,2017,2,6,Jun,2017-06,No Discount,Email,8.76,Re_Engagement,-33.64,0.0
2260,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,2.4,CA,0.48,2,2015,4,11,Nov,2015-11,No Discount,Email,3.37,Re_Engagement,25.23,0.0
2261,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546,CA,0.18,2,2015,4,11,Nov,2015-11,No Discount,Email,3.37,Re_Engagement,25.23,0.0
2262,US-2015-137960,2015-12-18,2015-12-18,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0.0,24.936,NY,0.15,0,2015,4,12,Dec,2015-12,No Discount,Organic,9.88,Blog_Traffic,125.35,0.0
2263,CA-2017-122994,2017-02-06,2017-02-09,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,3,0.0,79.1934,VA,0.21999999999999997,3,2017,1,2,Feb,2017-02,No Discount,Email,9.07,Promotional_Blast,20.84,0.0
2264,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.9954,GA,0.23,2,2016,4,11,Nov,2016-11,No Discount,Paid Search,31.83,Brand_Awareness_PPC,8.71,0.0
2265,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,GA,0.44999999999999996,2,2016,4,11,Nov,2016-11,No Discount,Paid Search,31.83,Brand_Awareness_PPC,8.71,0.0
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,GA,0.47000000000000003,2,2016,4,11,Nov,2016-11,No Discount,Paid Search,31.83,Brand_Awareness_PPC,8.71,0.0
2267,CA-2017-149146,2017-10-12,2017-10-12,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,2,0.2,2.6892,NC,0.3375,0,2017,4,10,Oct,2017-10,Low (1-20%),Paid Search,16.11,Brand_Awareness_PPC,-122.95,1.992
2268,CA-2017-137470,2017-09-17,2017-09-17,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0.0,6.3504,WA,0.48999999999999994,0,2017,3,9,Sep,2017-09,No Discount,Social Media,21.72,LinkedIn_B2B,-50.06,0.0
2269,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,1,0.0,3.1104,NY,0.4799999999999999,6,2017,4,12,Dec,2017-12,No Discount,Display,33.77,Prospecting_Display,6.22,0.0
2270,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,1,0.2,2.3571,NY,0.3375,6,2017,4,12,Dec,2017-12,Low (1-20%),Display,33.77,Prospecting_Display,6.22,1.7459999999999998
2271,CA-2017-164917,2017-12-02,2017-12-07,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.1965,FL,0.08750000000000001,5,2017,4,12,Dec,2017-12,Low (1-20%),Display,35.33,Prospecting_Display,-11.47,11.99
2272,CA-2015-102036,2015-09-21,2015-09-27,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,47.9376,WA,0.24000000000000002,6,2015,3,9,Sep,2015-09,No Discount,Paid Search,38.25,Product_Category_PPC,3.76,0.0
2273,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.0,95.7572,CA,0.22,5,2015,1,3,Mar,2015-03,No Discount,Organic,3.79,Blog_Traffic,205.78,0.0
2274,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,0.2,377.9946,CA,0.3375,5,2015,1,3,Mar,2015-03,Low (1-20%),Organic,3.79,Blog_Traffic,205.78,279.996
2275,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858,CA,0.025,5,2014,4,10,Oct,2014-10,Low (1-20%),Paid Search,25.45,Brand_Awareness_PPC,-3.88,35.858
2276,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,CA,0.11249999999999999,5,2014,4,10,Oct,2014-10,Low (1-20%),Paid Search,25.45,Brand_Awareness_PPC,-3.88,30.588
2277,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0.0,0.0,MS,0.0,4,2014,2,6,Jun,2014-06,No Discount,Paid Search,20.81,Brand_Awareness_PPC,-2.16,0.0
2278,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.3548,MS,0.26,4,2014,2,6,Jun,2014-06,No Discount,Paid Search,20.81,Brand_Awareness_PPC,-2.16,0.0
2279,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0.0,53.7504,MS,0.24,4,2014,2,6,Jun,2014-06,No Discount,Paid Search,20.81,Brand_Awareness_PPC,-2.16,0.0
2280,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.098,WA,-0.0625,3,2017,4,10,Oct,2017-10,Low (1-20%),Paid Search,29.18,Competitor_Keywords,25.74,24.392
2281,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.272,8,0.2,-23.0352,WA,-0.0375,3,2017,4,10,Oct,2017-10,Low (1-20%),Paid Search,29.18,Competitor_Keywords,25.74,153.568
2282,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,37.9962,WA,0.19000000000000003,3,2017,4,10,Oct,2017-10,No Discount,Paid Search,29.18,Competitor_Keywords,25.74,0.0
2283,CA-2016-132143,2016-09-03,2016-09-05,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",48.16,7,0.0,22.1536,CT,0.4600000000000001,2,2016,3,9,Sep,2016-09,No Discount,Paid Search,1.0,Brand_Awareness_PPC,249.68,0.0
2284,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,0.0,6.6976,IN,0.27999999999999997,4,2015,1,3,Mar,2015-03,No Discount,Direct,5.21,Sales_Outreach,55.07,0.0
2285,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,7,0.0,16.3863,IN,0.26999999999999996,4,2015,1,3,Mar,2015-03,No Discount,Direct,5.21,Sales_Outreach,55.07,0.0
2286,CA-2016-112676,2016-05-05,2016-05-08,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,3,0.2,5.2026,TN,0.3625,3,2016,2,5,May,2016-05,Low (1-20%),Paid Search,2.86,Product_Category_PPC,154.59,3.5879999999999996
2287,CA-2017-165687,2017-11-17,2017-11-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0.0,12.264,VA,0.35,6,2017,4,11,Nov,2017-11,No Discount,Display,66.68,Prospecting_Display,12.48,0.0
2288,US-2017-112928,2017-06-01,2017-06-05,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,1.311,OH,0.075,4,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,33.73,Brand_Awareness_PPC,0.34,4.37
2289,CA-2017-143343,2017-06-10,2017-06-13,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,5,0.0,4.756,CA,0.29000000000000004,3,2017,2,6,Jun,2017-06,No Discount,Email,6.02,Promotional_Blast,41.03,0.0
2290,CA-2017-115154,2017-01-08,2017-01-11,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.3682,WA,0.09,3,2017,1,1,Jan,2017-01,No Discount,Paid Search,8.96,Competitor_Keywords,70.7,0.0
2291,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0.0,77.7519,GA,0.27,5,2015,2,4,Apr,2015-04,No Discount,Email,4.67,Re_Engagement,55.86,0.0
2292,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,6,0.0,297.69,GA,0.5,5,2015,2,4,Apr,2015-04,No Discount,Email,4.67,Re_Engagement,55.86,0.0
2293,CA-2015-149342,2015-04-20,2015-04-25,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,2,0.0,6.2208,GA,0.4799999999999999,5,2015,2,4,Apr,2015-04,No Discount,Email,4.67,Re_Engagement,55.86,0.0
2294,CA-2015-130995,2015-11-01,2015-11-06,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1,0.0,1.3365,NY,0.27,5,2015,4,11,Nov,2015-11,No Discount,Email,4.05,Welcome_Series,297.2,0.0
2295,CA-2017-127929,2017-12-23,2017-12-27,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,3,0.0,38.2095,CT,0.21,4,2017,4,12,Dec,2017-12,No Discount,Paid Search,1.0,Brand_Awareness_PPC,249.68,0.0
2296,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,4,0.0,6.2192,NY,0.46,4,2015,4,11,Nov,2015-11,No Discount,Social Media,28.12,LinkedIn_B2B,57.53,0.0
2297,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,5,0.0,106.477,NY,0.41000000000000003,4,2015,4,11,Nov,2015-11,No Discount,Social Media,28.12,LinkedIn_B2B,57.53,0.0
2298,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0.0,1.2885,NY,0.03,4,2015,4,11,Nov,2015-11,No Discount,Social Media,28.12,LinkedIn_B2B,57.53,0.0
2299,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,601.9699,NY,0.43,4,2015,4,11,Nov,2015-11,No Discount,Social Media,28.12,LinkedIn_B2B,57.53,0.0
2300,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,4,0.0,125.99,NY,0.25,4,2015,4,11,Nov,2015-11,No Discount,Social Media,28.12,LinkedIn_B2B,57.53,0.0
2301,CA-2014-162362,2014-11-14,2014-11-18,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,3,0.0,6.36,MI,0.5,4,2014,4,11,Nov,2014-11,No Discount,Paid Search,7.96,Competitor_Keywords,74.34,0.0
2302,CA-2014-162362,2014-11-14,2014-11-18,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,0.0,5.6448,MI,0.49000000000000005,4,2014,4,11,Nov,2014-11,No Discount,Paid Search,7.96,Competitor_Keywords,74.34,0.0
2303,CA-2016-106558,2016-01-17,2016-01-21,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,0.0,31.6,GA,0.1,4,2016,1,1,Jan,2016-01,No Discount,Direct,2.89,Word_of_Mouth,-18.27,0.0
2304,CA-2017-157931,2017-09-17,2017-09-22,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,4,0.0,188.2192,GA,0.26,5,2017,3,9,Sep,2017-09,No Discount,Organic,13.54,Blog_Traffic,12.51,0.0
2305,CA-2017-157931,2017-09-17,2017-09-22,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,GA,0.47000000000000003,5,2017,3,9,Sep,2017-09,No Discount,Organic,13.54,Blog_Traffic,12.51,0.0
2306,CA-2016-115574,2016-12-23,2016-12-24,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,0.3,-14.1372,IL,-0.09999999999999999,1,2016,4,12,Dec,2016-12,Medium (21-40%),Email,6.28,Welcome_Series,57.9,60.58800000000001
2307,CA-2015-160794,2015-08-06,2015-08-08,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,3,0.2,9.8658,TX,0.3625,2,2015,3,8,Aug,2015-08,Low (1-20%),Email,8.99,Re_Engagement,6.14,6.803999999999999
2308,CA-2017-116225,2017-11-05,2017-11-09,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,5,0.0,171.93,NY,0.44,4,2017,4,11,Nov,2017-11,No Discount,Social Media,27.4,Facebook_Prospecting,3.9,0.0
2309,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,1,0.2,35.099,AZ,0.125,1,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,32.08,Product_Category_PPC,7.84,70.198
2310,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,7.7004,AZ,0.11250000000000002,1,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,32.08,Product_Category_PPC,7.84,17.112
2311,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.603,AZ,0.075,1,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,32.08,Product_Category_PPC,7.84,22.01
2312,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872,1,0.2,1.984,AZ,0.125,1,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,32.08,Product_Category_PPC,7.84,3.968
2313,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,3,0.2,-48.5082,AZ,-0.225,1,2017,2,6,Jun,2017-06,Low (1-20%),Paid Search,32.08,Product_Category_PPC,7.84,53.898
2314,CA-2017-122035,2017-07-20,2017-07-25,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.8714,SD,0.47000000000000003,5,2017,3,7,Jul,2017-07,No Discount,Email,3.57,Re_Engagement,191.19,0.0
2315,CA-2017-122035,2017-07-20,2017-07-25,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,0.0,112.4064,SD,0.27,5,2017,3,7,Jul,2017-07,No Discount,Email,3.57,Re_Engagement,191.19,0.0
2316,CA-2017-122035,2017-07-20,2017-07-25,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,5,0.0,20.21,SD,0.47000000000000003,5,2017,3,7,Jul,2017-07,No Discount,Email,3.57,Re_Engagement,191.19,0.0
