Customer ID,Customer_Name,Segment,Region,First_Order,Total_Orders,Total_Revenue,Total_Profit,Acquisition_Channel,CAC,Acquisition_Campaign,LTV_CAC_Ratio,Cluster,RFM_Label,RFM_Score
CS-12490,Cindy Schnelling,Corporate,Central,2015-01-12,4,1077.2285,-302.8761,Organic,4.02,SEO_Content,-75.34,1,At Risk,3
CS-12505,Cindy Stewart,Consumer,South,2014-03-26,6,5690.054999999999,-6626.389499999999,Organic,6.5,Blog_Traffic,-1019.44,2,Potential Loyalists,7
CT-11995,Carol Triggs,Consumer,Central,2014-05-07,8,3241.898,161.22629999999995,Social Media,21.92,Facebook_Prospecting,7.36,4,Loyal Customers,10
CV-12295,Christina VanderZanden,Consumer,West,2014-03-28,5,2830.6279999999997,493.0861,Social Media,19.22,Facebook_Prospecting,25.65,1,Potential Loyalists,7
CV-12805,Cynthia Voltz,Corporate,East,2016-05-09,9,2370.3136,98.99749999999999,Paid Search,37.65,Brand_Awareness_PPC,2.63,4,Loyal Customers,12
CW-11905,Carl Weiss,Home Office,Central,2014-06-09,6,1136.592,370.8298,Paid Search,35.37,Competitor_Keywords,10.48,3,Loyal Customers,12
CY-12745,Craig Yedwab,Corporate,West,2014-12-12,8,2900.026,60.64670000000001,Paid Search,44.29,Competitor_Keywords,1.37,4,Potential Loyalists,9
Co-12640,Corey-Lock,Consumer,East,2014-06-20,5,1300.076,205.62820000000002,Paid Search,22.8,Product_Category_PPC,9.02,1,Needs Attention,6
DA-13450,Dianna Arnett,Home Office,Central,2014-04-25,4,156.76,56.7904,Organic,11.02,SEO_Content,5.15,1,Needs Attention,4
DB-12910,Daniel Byrd,Home Office,South,2014-10-24,8,2171.599,431.3748,Organic,15.77,Referral_Program,27.35,4,Champions,13
DB-12970,Darren Budd,Corporate,West,2014-11-12,5,2839.2272,213.00289999999998,Direct,2.05,Word_of_Mouth,103.9,1,Needs Attention,6
DB-13060,Dave Brooks,Consumer,West,2014-03-01,7,4531.646,473.0272,Direct,1.67,Sales_Outreach,283.25,4,Loyal Customers,12
DB-13120,David Bremer,Corporate,West,2015-05-01,7,2973.094,-1421.7692,Paid Search,44.32,Competitor_Keywords,-32.08,2,Potential Loyalists,8
DB-13210,Dean Braden,Consumer,Central,2015-03-22,10,2332.577,169.9679,Organic,1.0,Blog_Traffic,169.97,4,Champions,13
DB-13270,Deborah Brumfield,Home Office,West,2014-02-04,8,4655.897,841.8263999999999,Display,61.55,Retargeting_Display,13.68,0,Champions,13
DB-13360,Dennis Bolton,Home Office,East,2014-11-19,5,1081.466,291.0085,Paid Search,24.37,Competitor_Keywords,11.94,1,Needs Attention,6
DB-13405,Denny Blanton,Consumer,Central,2015-08-08,4,1711.692,438.9092,Social Media,21.96,Facebook_Prospecting,19.99,3,Potential Loyalists,7
DB-13555,Dorothy Badders,Corporate,South,2014-04-21,7,3908.8028,109.32700000000001,Paid Search,43.25,Product_Category_PPC,2.53,4,Potential Loyalists,7
DB-13615,Doug Bickford,Consumer,West,2014-09-30,7,1989.05,438.80119999999994,Social Media,28.94,Facebook_Prospecting,15.16,4,Loyal Customers,11
DB-13660,Duane Benoit,Consumer,East,2014-06-17,7,1155.202,177.67350000000002,Direct,1.0,Word_of_Mouth,177.67,4,Loyal Customers,11
DC-12850,Dan Campbell,Consumer,South,2014-07-05,9,3336.168,-1441.6312999999998,Organic,5.78,SEO_Content,-249.42,2,Loyal Customers,10
DC-13285,Debra Catini,Consumer,Central,2014-12-29,5,1174.618,132.06820000000002,Paid Search,28.84,Product_Category_PPC,4.58,3,Potential Loyalists,9
DD-13570,Dorothy Dickinson,Consumer,Central,2014-03-31,6,269.542,36.4344,Direct,4.97,Sales_Outreach,7.33,3,Potential Loyalists,9
DE-13255,Deanra Eno,Home Office,East,2014-08-22,5,2550.874,464.47139999999996,Paid Search,33.68,Product_Category_PPC,13.79,1,Potential Loyalists,7
DF-13135,David Flashing,Consumer,West,2014-10-04,3,2390.534,-259.3097,Social Media,22.49,Instagram_Retargeting,-11.53,1,At Risk,3
DG-13300,Deirdre Greer,Corporate,East,2014-11-01,5,3195.818,562.7761,Email,4.7,Promotional_Blast,119.74,3,Loyal Customers,10
DH-13075,Dave Hallsten,Corporate,South,2014-11-21,6,4932.872,1193.7404,Email,11.58,Re_Engagement,103.09,0,Potential Loyalists,9
DH-13675,Duane Huffman,Home Office,East,2014-08-12,4,1043.096,116.667,Email,5.67,Welcome_Series,20.58,1,Needs Attention,4
DJ-13420,Denny Joy,Corporate,South,2014-12-08,4,2012.52,483.03499999999997,Email,8.93,Welcome_Series,54.09,1,Needs Attention,6
DJ-13510,Don Jones,Corporate,South,2014-08-17,8,2501.6879999999996,345.2521,Paid Search,26.11,Brand_Awareness_PPC,13.22,4,Loyal Customers,12
DJ-13630,Doug Jacobs,Consumer,East,2015-12-14,3,3356.398,731.5644,Social Media,9.8,Facebook_Prospecting,74.65,3,Loyal Customers,11
DK-12835,Damala Kotsonis,Corporate,West,2014-03-26,12,3256.48,881.1228000000001,Email,1.0,Welcome_Series,881.12,4,Champions,15
DK-12895,Dana Kaydos,Consumer,Central,2015-03-08,5,4282.176,937.6496,Organic,11.81,Blog_Traffic,79.39,0,Loyal Customers,11
DK-12985,Darren Koutras,Consumer,South,2014-11-24,5,1687.04,-107.35379999999998,Email,8.23,Welcome_Series,-13.04,3,Potential Loyalists,8
DK-13090,Dave Kipp,Consumer,West,2015-03-02,7,2650.557,536.3935,Social Media,35.29,Instagram_Retargeting,15.2,4,Loyal Customers,11
DK-13150,David Kendrick,Corporate,Central,2014-12-05,2,797.832,249.9447,Direct,2.85,Sales_Outreach,87.7,3,Potential Loyalists,9
DK-13225,Dean Katz,Corporate,East,2014-03-14,9,4802.394,209.89940000000004,Display,33.77,Prospecting_Display,6.22,4,Champions,13
DK-13375,Dennis Kane,Consumer,East,2014-09-07,8,3318.486,377.0799,Direct,3.59,Sales_Outreach,105.04,4,Champions,13
DL-12865,Dan Lawera,Consumer,East,2014-06-29,8,1503.112,322.2449,Social Media,12.12,LinkedIn_B2B,26.59,4,Loyal Customers,11
DL-12925,Daniel Lacy,Consumer,West,2014-09-09,6,3272.2,4.213200000000029,Direct,3.55,Word_of_Mouth,1.19,3,Potential Loyalists,8
DL-13315,Delfina Latchford,Consumer,East,2014-01-16,8,1458.258,288.8732,Social Media,24.51,Instagram_Retargeting,11.79,4,Loyal Customers,12
DL-13330,Denise Leinenbach,Consumer,West,2014-06-23,4,585.02,222.6812,Social Media,21.02,LinkedIn_B2B,10.59,3,Potential Loyalists,7
DL-13495,Dionis Lloyd,Corporate,West,2015-12-25,8,3539.322,-52.78799999999997,Direct,2.89,Word_of_Mouth,-18.27,4,Potential Loyalists,8
DM-12955,Dario Medina,Corporate,Central,2014-09-30,7,1322.034,108.7583,Display,60.74,Prospecting_Display,1.79,4,Potential Loyalists,7
DM-13015,Darrin Martin,Consumer,West,2014-09-14,7,6345.103,1677.3931,Display,42.69,Retargeting_Display,39.29,0,Loyal Customers,11
DM-13345,Denise Monton,Corporate,South,2014-11-03,8,4074.4719999999998,1319.0586,Direct,2.37,Sales_Outreach,556.56,0,Champions,14
DM-13525,Don Miller,Corporate,Central,2014-07-05,3,1376.792,199.7688,Paid Search,8.81,Competitor_Keywords,22.68,1,Needs Attention,5
DN-13690,Duane Noonan,Consumer,West,2014-09-20,7,2139.79,540.5405000000001,Display,17.47,Retargeting_Display,30.94,4,Potential Loyalists,9
DO-13435,Denny Ordway,Consumer,South,2014-10-03,9,1300.0315,-38.90860000000001,Email,7.61,Promotional_Blast,-5.11,4,Potential Loyalists,8
DO-13645,Doug O'Connell,Consumer,West,2015-11-07,7,1267.316,294.0676,Email,3.52,Promotional_Blast,83.54,4,Loyal Customers,11
DP-13000,Darren Powers,Consumer,Central,2014-01-03,9,1050.636,241.4524,Email,5.09,Welcome_Series,47.44,4,Loyal Customers,10
DP-13105,Dave Poirier,Corporate,West,2015-08-22,8,2215.002,563.1761,Email,6.34,Re_Engagement,88.83,4,Champions,13
DP-13165,David Philippe,Consumer,East,2014-12-02,2,1058.616,-40.93759999999999,Organic,17.76,SEO_Content,-2.31,1,At Risk,3
DP-13390,Dennis Pardue,Home Office,Central,2014-07-05,9,5480.723999999999,1571.8318,Email,9.08,Welcome_Series,173.11,0,Loyal Customers,11
DR-12880,Dan Reichenbach,Corporate,Central,2015-09-25,9,6528.034000000001,1641.8613,Email,6.5,Promotional_Blast,252.59,0,Champions,15
DR-12940,Daniel Raglin,Home Office,East,2014-03-28,8,8350.868,2869.0759999999996,Paid Search,45.87,Competitor_Keywords,62.55,0,Champions,13
DS-13030,Darrin Sayre,Home Office,West,2014-07-09,4,1762.213,193.3319,Paid Search,38.53,Competitor_Keywords,5.02,3,Potential Loyalists,7
DS-13180,David Smith,Corporate,Central,2014-04-28,9,2881.8128,163.6993,Paid Search,7.23,Competitor_Keywords,22.64,4,Champions,13
DV-13045,Darrin Van Huff,Corporate,West,2016-06-12,5,1119.483,-427.184,Email,10.33,Re_Engagement,-41.35,2,Potential Loyalists,8
DV-13465,Dianna Vittorini,Consumer,West,2014-06-22,6,3341.587,353.2127,Display,41.0,Retargeting_Display,8.61,3,Loyal Customers,11
DW-13195,David Wiener,Corporate,Central,2014-01-18,6,1080.751,-86.87379999999999,Organic,1.0,Referral_Program,-86.87,3,Potential Loyalists,7
DW-13480,Dianna Wilson,Home Office,Central,2014-06-01,5,5271.628,1348.7556,Social Media,30.83,Instagram_Retargeting,43.75,0,Potential Loyalists,9
DW-13540,Don Weiss,Consumer,West,2016-02-27,5,344.08,69.6672,Display,42.96,Prospecting_Display,1.62,3,Potential Loyalists,7
DW-13585,Dorothy Wardle,Corporate,East,2014-08-24,7,1204.854,-266.8966,Paid Search,27.82,Competitor_Keywords,-9.59,2,Needs Attention,5
Dl-13600,Dorris liebe,Corporate,Central,2014-03-30,5,755.602,175.2388,Paid Search,37.56,Competitor_Keywords,4.67,3,Potential Loyalists,7
Dp-13240,Dean percer,Home Office,West,2014-05-26,11,7198.7609999999995,333.36479999999995,Social Media,21.94,LinkedIn_B2B,15.19,4,Loyal Customers,12
EA-14035,Erin Ashbrook,Corporate,South,2014-09-13,13,2846.705,-52.74059999999998,Social Media,25.63,Instagram_Retargeting,-2.06,4,Potential Loyalists,8
EB-13705,Ed Braxton,Corporate,East,2014-07-08,9,3644.978,13.621500000000005,Email,5.63,Welcome_Series,2.42,4,Loyal Customers,11
EB-13750,Edward Becker,Corporate,West,2015-03-12,10,3236.314,-80.28599999999999,Paid Search,27.1,Brand_Awareness_PPC,-2.96,4,Loyal Customers,10
EB-13840,Ellis Ballard,Corporate,West,2014-05-30,5,4358.128,656.1988,Paid Search,14.78,Competitor_Keywords,44.4,3,Potential Loyalists,9
EB-13870,Emily Burns,Consumer,West,2014-05-05,10,2767.219,261.5315,Social Media,26.39,Facebook_Prospecting,9.91,4,Loyal Customers,11
EB-13930,Eric Barreto,Consumer,West,2014-02-02,5,944.6000000000001,0.6042000000000058,Display,68.83,Retargeting_Display,0.01,3,Needs Attention,5
EB-13975,Erica Bern,Corporate,West,2016-01-04,4,1643.255,162.8781,Paid Search,24.17,Product_Category_PPC,6.74,3,Potential Loyalists,9
EB-14110,Eugene Barchas,Consumer,East,2015-04-13,6,3071.126,184.7656,Paid Search,18.21,Competitor_Keywords,10.15,3,Potential Loyalists,8
EB-14170,Evan Bailliet,Consumer,South,2014-09-29,6,1186.326,282.1701,Paid Search,21.29,Competitor_Keywords,13.25,3,Potential Loyalists,9
EC-14050,Erin Creighton,Consumer,East,2014-12-17,5,461.914,96.4256,Paid Search,10.79,Product_Category_PPC,8.94,3,Potential Loyalists,8
ED-13885,Emily Ducich,Home Office,West,2014-08-09,8,3484.92,670.4435000000001,Social Media,20.28,Facebook_Prospecting,33.06,4,Loyal Customers,10
EG-13900,Emily Grady,Consumer,East,2015-11-02,5,1832.02,104.2656,Social Media,21.08,Facebook_Prospecting,4.95,3,Potential Loyalists,9
EH-13765,Edward Hooks,Corporate,East,2014-04-12,12,10310.880000000001,1393.5154,Display,38.63,Prospecting_Display,36.07,0,Loyal Customers,12
EH-13945,Eric Hoffmann,Consumer,West,2014-07-02,8,684.1709999999999,53.53980000000001,Email,8.55,Promotional_Blast,6.26,4,Potential Loyalists,8
EH-13990,Erica Hackney,Consumer,South,2014-01-15,6,825.9499999999999,150.3759,Organic,6.9,SEO_Content,21.79,1,Needs Attention,6
EH-14005,Erica Hernandez,Home Office,West,2014-05-13,7,1219.53,-94.14079999999997,Paid Search,21.43,Product_Category_PPC,-4.39,2,Potential Loyalists,9
EH-14125,Eugene Hildebrand,Home Office,Central,2014-10-19,10,3082.653,96.27019999999999,Email,2.32,Re_Engagement,41.5,4,Potential Loyalists,9
EH-14185,Evan Henry,Consumer,South,2014-05-22,6,923.884,242.1107,Email,4.12,Promotional_Blast,58.76,3,Potential Loyalists,8
EJ-13720,Ed Jacobs,Consumer,West,2014-01-27,4,2162.174,387.0176,Organic,1.0,Referral_Program,387.02,1,Needs Attention,6
EJ-14155,Eva Jacobs,Consumer,South,2014-03-03,5,2656.691,451.87550000000005,Paid Search,38.22,Product_Category_PPC,11.82,3,Potential Loyalists,9
EK-13795,Eileen Kiefer,Home Office,West,2014-03-18,4,1303.478,97.10659999999999,Organic,5.06,Blog_Traffic,19.19,3,Potential Loyalists,7
EL-13735,Ed Ludwig,Home Office,East,2016-04-22,2,124.28,27.1154,Email,3.08,Re_Engagement,8.8,3,Needs Attention,6
EM-13810,Eleni McCrary,Corporate,West,2015-06-07,5,2567.0099999999998,-133.8275,Email,6.24,Re_Engagement,-21.45,3,Needs Attention,5
EM-13825,Elizabeth Moffitt,Corporate,Central,2014-12-02,8,2339.598,682.5541999999999,Email,3.57,Re_Engagement,191.19,4,Loyal Customers,11
EM-13960,Eric Murdock,Consumer,East,2015-10-01,5,933.704,102.29599999999999,Social Media,13.86,Facebook_Prospecting,7.38,3,Needs Attention,6
EM-14065,Erin Mull,Consumer,East,2014-07-22,4,228.99,40.15459999999999,Paid Search,15.26,Competitor_Keywords,2.63,3,Potential Loyalists,7
EM-14095,Eudokia Martin,Corporate,West,2015-08-07,4,1041.0420000000001,240.2362,Social Media,16.11,Instagram_Retargeting,14.91,3,Needs Attention,6
EM-14140,Eugene Moren,Home Office,West,2014-07-19,6,4588.436000000001,1319.3655,Paid Search,30.62,Competitor_Keywords,43.09,0,Loyal Customers,12
EM-14200,Evan Minnotte,Home Office,South,2015-12-20,3,366.822,21.7721,Organic,14.55,SEO_Content,1.5,3,Needs Attention,5
EN-13780,Edward Nazzal,Consumer,East,2015-05-30,4,2199.366,496.1131,Organic,5.63,SEO_Content,88.12,1,Needs Attention,6
EP-13915,Emily Phan,Consumer,Central,2014-07-06,17,5478.0608,144.9578,Social Media,21.97,Instagram_Retargeting,6.6,4,Loyal Customers,12
ER-13855,Elpida Rittenbach,Corporate,Central,2015-12-21,3,1245.788,-295.7398,Email,4.68,Welcome_Series,-63.19,1,At Risk,3
ES-14020,Erica Smith,Consumer,West,2014-09-20,5,3510.4579999999996,1003.2935,Paid Search,46.98,Competitor_Keywords,21.36,0,Loyal Customers,11
ES-14080,Erin Smith,Corporate,South,2014-10-02,9,4657.924,246.6661,Paid Search,44.75,Brand_Awareness_PPC,5.51,4,Loyal Customers,12
FA-14230,Frank Atkinson,Corporate,West,2014-09-19,7,2984.054,520.5229,Email,2.07,Re_Engagement,251.46,4,Loyal Customers,10
FC-14245,Frank Carlisle,Home Office,East,2015-06-13,7,3418.742,1217.1662000000001,Social Media,22.25,LinkedIn_B2B,54.7,0,Loyal Customers,11
FC-14335,Fred Chung,Corporate,Central,2014-10-10,7,3889.366,714.2926,Paid Search,29.53,Competitor_Keywords,24.19,0,Loyal Customers,10
FG-14260,Frank Gastineau,Home Office,West,2014-05-21,7,1383.144,394.73969999999997,Paid Search,22.5,Brand_Awareness_PPC,17.54,4,Loyal Customers,11
FH-14275,Frank Hawley,Corporate,Central,2014-04-06,10,4256.272,1073.2676,Paid Search,20.49,Brand_Awareness_PPC,52.38,0,Champions,14
FH-14350,Fred Harton,Consumer,West,2015-08-23,4,2271.284,706.289,Paid Search,18.06,Product_Category_PPC,39.11,3,Potential Loyalists,8
FH-14365,Fred Hopkins,Corporate,East,2014-10-20,8,6987.196,2050.2826,Direct,1.91,Word_of_Mouth,1073.45,0,Champions,14
FM-14215,Filia McAdams,Corporate,East,2014-03-11,10,2456.638,249.6808,Paid Search,1.0,Brand_Awareness_PPC,249.68,4,Champions,13
FM-14290,Frank Merwin,Home Office,West,2014-08-26,9,3736.198,198.10949999999997,Direct,4.37,Word_of_Mouth,45.33,4,Loyal Customers,12
FM-14380,Fred McMath,Consumer,West,2015-07-12,9,2523.266,191.4898,Paid Search,32.68,Brand_Awareness_PPC,5.86,4,Loyal Customers,10
FO-14305,Frank Olsen,Consumer,East,2014-06-09,10,2678.438,215.59689999999998,Organic,9.58,SEO_Content,22.5,4,Loyal Customers,12
FP-14320,Frank Preis,Consumer,West,2014-12-07,8,4046.746,406.44730000000004,Organic,6.38,SEO_Content,63.71,4,Champions,13
FW-14395,Fred Wasserman,Corporate,South,2015-03-22,3,79.75,23.491300000000003,Email,4.4,Welcome_Series,5.34,1,Needs Attention,4
GA-14515,George Ashbrook,Consumer,West,2014-05-18,8,3919.7760000000003,840.899,Display,68.65,Prospecting_Display,12.25,0,Loyal Customers,11
GA-14725,Guy Armstrong,Consumer,East,2014-02-11,11,1398.382,136.70790000000002,Paid Search,47.44,Brand_Awareness_PPC,2.88,4,Loyal Customers,12
GB-14530,George Bell,Corporate,East,2014-04-28,11,1568.44,7.837100000000003,Organic,7.18,Referral_Program,1.09,4,Loyal Customers,10
GB-14575,Giulietta Baptist,Consumer,East,2015-06-12,5,4716.288,1135.8393,Social Media,12.98,Instagram_Retargeting,87.51,0,Loyal Customers,12
GD-14590,Giulietta Dortch,Corporate,East,2014-05-05,4,1888.07,230.93729999999996,Email,4.62,Welcome_Series,49.99,3,Potential Loyalists,9
GG-14650,Greg Guthrie,Corporate,South,2014-10-31,9,2224.0,12.698500000000008,Email,5.08,Re_Engagement,2.5,4,Loyal Customers,11
GH-14410,Gary Hansen,Home Office,West,2014-07-09,9,2819.4669999999996,-576.8335,Social Media,11.75,Instagram_Retargeting,-49.09,2,Potential Loyalists,9
GH-14425,Gary Hwang,Consumer,West,2014-06-17,4,4172.8460000000005,1176.4181,Social Media,24.41,LinkedIn_B2B,48.19,0,Loyal Customers,10
GH-14485,Gene Hale,Corporate,Central,2015-10-08,2,1361.2440000000001,-95.4498,Email,5.55,Welcome_Series,-17.2,1,At Risk,3
GH-14665,Greg Hansen,Consumer,Central,2015-11-17,2,146.94080000000002,-5.810200000000001,Paid Search,23.11,Brand_Awareness_PPC,-0.25,3,Potential Loyalists,7
GK-14620,Grace Kelly,Corporate,West,2014-06-25,9,6497.27,1448.5525,Paid Search,20.78,Brand_Awareness_PPC,69.71,0,Loyal Customers,12
GM-14440,Gary McGarr,Consumer,West,2014-03-21,7,3582.8199999999997,347.266,Email,8.28,Welcome_Series,41.94,4,Loyal Customers,10
GM-14455,Gary Mitchum,Home Office,Central,2014-04-11,6,3078.624,793.2814000000001,Organic,6.38,Blog_Traffic,124.34,0,Champions,13
GM-14500,Gene McClure,Consumer,East,2014-08-09,10,1255.682,441.3185,Social Media,43.9,Instagram_Retargeting,10.05,4,Loyal Customers,11
GM-14680,Greg Matthias,Consumer,West,2014-05-10,6,3163.628,35.48649999999999,Social Media,23.53,LinkedIn_B2B,1.51,3,Potential Loyalists,7
GM-14695,Greg Maxwell,Corporate,West,2014-04-05,3,6049.966,188.7235,Paid Search,29.07,Brand_Awareness_PPC,6.49,3,Needs Attention,6
GP-14740,Guy Phonely,Corporate,East,2014-04-06,2,236.53,31.837600000000002,Paid Search,33.86,Product_Category_PPC,0.94,1,Needs Attention,4
GR-14560,Georgia Rosenberg,Corporate,West,2014-11-19,2,1284.38,359.83320000000003,Direct,6.16,Sales_Outreach,58.41,1,Needs Attention,6
GT-14635,Grant Thornton,Corporate,South,2014-06-06,3,9351.212,-4108.6589,Paid Search,20.87,Brand_Awareness_PPC,-196.87,2,Needs Attention,5
GT-14710,Greg Tran,Consumer,Central,2014-05-23,11,11820.119999999999,2163.4269,Paid Search,35.06,Brand_Awareness_PPC,61.71,0,Champions,14
GT-14755,Guy Thornton,Consumer,Central,2015-02-18,4,226.436,-6.139200000000002,Paid Search,34.52,Competitor_Keywords,-0.18,3,Needs Attention,6
GW-14605,Giulietta Weimer,Consumer,West,2014-03-01,7,2189.019,-268.54229999999995,Social Media,31.31,Instagram_Retargeting,-8.58,2,Potential Loyalists,8
GZ-14470,Gary Zandusky,Consumer,Central,2014-08-05,9,4355.150000000001,1087.7539,Social Media,19.57,Instagram_Retargeting,55.58,0,Champions,15
GZ-14545,George Zrebassa,Corporate,East,2014-09-28,4,2454.6220000000003,828.661,Display,52.21,Prospecting_Display,15.87,3,Potential Loyalists,8
HA-14905,Helen Abelman,Consumer,East,2014-06-30,7,2163.3,270.8574,Social Media,15.91,Instagram_Retargeting,17.02,4,Potential Loyalists,9
HA-14920,Helen Andreada,Consumer,West,2014-10-11,8,2584.158,99.1445,Social Media,1.93,Facebook_Prospecting,51.37,4,Loyal Customers,11
HD-14785,Harold Dahlen,Home Office,East,2014-05-11,3,251.36,-135.87599999999998,Organic,2.1,Blog_Traffic,-64.7,1,At Risk,3
HE-14800,Harold Engle,Corporate,Central,2016-01-30,4,883.5319999999999,274.4028,Direct,3.03,Word_of_Mouth,90.56,3,Potential Loyalists,9
HF-14995,Herbert Flentye,Consumer,Central,2014-05-26,7,2533.1639999999998,-13.876799999999989,Social Media,30.03,Facebook_Prospecting,-0.46,2,Loyal Customers,10
HG-14845,Harry Greene,Consumer,South,2014-04-29,5,785.628,147.0032,Email,6.29,Promotional_Blast,23.37,3,Potential Loyalists,7
HG-14965,Henry Goldwyn,Corporate,West,2014-09-20,12,3247.642,-2797.9635000000003,Paid Search,29.98,Competitor_Keywords,-93.33,2,Loyal Customers,11
HG-15025,Hunter Glantz,Consumer,Central,2014-10-14,7,3690.284,804.6113,Social Media,27.12,Facebook_Prospecting,29.67,0,Champions,14
HH-15010,Hilary Holden,Corporate,West,2014-08-29,2,218.668,86.7342,Paid Search,34.11,Competitor_Keywords,2.54,3,Needs Attention,6
HJ-14875,Heather Jas,Home Office,South,2015-04-13,5,358.1,98.6548,Email,9.74,Promotional_Blast,10.13,3,Needs Attention,6
HK-14890,Heather Kirkland,Corporate,South,2014-06-10,8,4877.784,956.9451,Direct,2.03,Sales_Outreach,471.4,0,Loyal Customers,11
HL-15040,Hunter Lopez,Consumer,Central,2014-01-20,6,12873.297999999999,5622.4292000000005,Social Media,25.63,LinkedIn_B2B,219.37,0,Loyal Customers,12
HM-14860,Harry Marie,Corporate,East,2014-07-21,10,8236.7648,2437.9836,Paid Search,46.12,Brand_Awareness_PPC,52.86,0,Champions,15
HM-14980,Henry MacAllister,Consumer,East,2015-10-02,4,736.276,117.2755,Organic,12.01,Referral_Program,9.76,1,Needs Attention,4
HP-14815,Harold Pawlan,Home Office,Central,2014-05-06,7,1990.314,373.8637,Social Media,33.58,Instagram_Retargeting,11.13,4,Loyal Customers,12
HR-14770,Hallie Redmond,Home Office,West,2014-03-01,5,1299.288,185.5794,Paid Search,22.66,Product_Category_PPC,8.19,3,Loyal Customers,10
HR-14830,Harold Ryan,Corporate,West,2014-11-24,7,5248.787,1196.9504,Paid Search,39.57,Competitor_Keywords,30.25,0,Loyal Customers,11
HW-14935,Helen Wasserman,Corporate,West,2015-09-27,8,9300.254,2164.1611,Email,8.92,Re_Engagement,242.62,0,Loyal Customers,11
HZ-14950,Henia Zydlo,Consumer,East,2016-03-14,5,886.52,-130.3879,Email,1.1,Promotional_Blast,-118.53,3,Potential Loyalists,7
IG-15085,Ivan Gibson,Consumer,West,2014-10-18,4,744.574,320.4982,Social Media,24.53,LinkedIn_B2B,13.07,3,Potential Loyalists,8
IL-15100,Ivan Liston,Consumer,West,2014-08-01,7,5040.736,1121.937,Paid Search,30.05,Product_Category_PPC,37.34,0,Loyal Customers,11
IM-15055,Ionia McGrath,Consumer,West,2014-01-23,3,2872.63,975.7701,Social Media,29.52,LinkedIn_B2B,33.05,1,Potential Loyalists,7
IM-15070,Irene Maddox,Consumer,West,2014-12-19,7,4930.474,514.6527,Social Media,23.62,Facebook_Prospecting,21.79,1,Potential Loyalists,9
JA-15970,Joseph Airdo,Consumer,West,2014-09-17,8,6491.026,-819.4217000000001,Email,13.93,Re_Engagement,-58.82,2,Potential Loyalists,8
JB-15400,Jennifer Braxton,Corporate,Central,2014-09-14,10,1791.605,156.05319999999998,Paid Search,49.39,Brand_Awareness_PPC,3.16,4,Champions,13
JB-15925,Joni Blumstein,Consumer,East,2014-12-05,3,900.552,-286.9808,Display,46.85,Prospecting_Display,-6.13,1,At Risk,3
JB-16000,Joy Bell-,Consumer,Central,2016-01-10,7,644.1188,126.76490000000001,Organic,11.25,Blog_Traffic,11.27,4,Loyal Customers,10
JB-16045,Julia Barnett,Home Office,South,2015-05-03,5,2518.115,201.51850000000002,Email,2.58,Re_Engagement,78.11,3,Loyal Customers,10
JC-15340,Jasper Cacioppo,Consumer,West,2014-01-28,4,71.263,-0.35560000000000036,Social Media,23.65,Instagram_Retargeting,-0.02,3,Needs Attention,4
JC-15385,Jenna Caffey,Consumer,West,2017-07-08,1,1058.108,502.92440000000005,Display,39.5,Prospecting_Display,12.73,3,Potential Loyalists,7
JC-15775,John Castell,Consumer,Central,2014-09-14,9,2772.055,279.56919999999997,Social Media,44.85,Instagram_Retargeting,6.23,4,Loyal Customers,10
JC-16105,Julie Creighton,Corporate,South,2014-11-18,5,858.576,201.5952,Email,7.57,Re_Engagement,26.63,3,Potential Loyalists,8
JD-15790,John Dryer,Consumer,Central,2015-04-02,5,2152.352,-266.55249999999995,Paid Search,40.85,Brand_Awareness_PPC,-6.53,2,Needs Attention,5
JD-15895,Jonathan Doherty,Corporate,East,2014-03-26,11,7610.8640000000005,1050.2667999999999,Paid Search,21.01,Product_Category_PPC,49.99,0,Loyal Customers,11
JD-16015,Joy Daniels,Consumer,Central,2014-10-04,6,385.43,26.7605,Social Media,29.67,Instagram_Retargeting,0.9,3,Potential Loyalists,7
JD-16060,Julia Dunbar,Consumer,West,2014-09-24,3,695.442,111.11410000000001,Display,3.19,Prospecting_Display,34.83,1,Needs Attention,4
JD-16150,Justin Deggeller,Corporate,Central,2014-11-16,8,8828.0305,1619.5199,Social Media,33.43,Instagram_Retargeting,48.45,0,Champions,13
JE-15475,Jeremy Ellison,Consumer,East,2015-03-16,6,1388.682,276.2197,Social Media,14.63,LinkedIn_B2B,18.88,3,Potential Loyalists,8
JE-15610,Jim Epp,Corporate,Central,2014-10-14,7,7754.976,1623.4019,Paid Search,14.49,Brand_Awareness_PPC,112.04,0,Champions,13
JE-15715,Joe Elijah,Consumer,West,2014-08-25,10,8697.842999999999,1262.2926,Paid Search,26.21,Brand_Awareness_PPC,48.16,0,Champions,14
JE-15745,Joel Eaton,Consumer,South,2014-06-22,13,6760.8150000000005,221.79670000000002,Social Media,29.24,Instagram_Retargeting,7.59,4,Loyal Customers,12
JE-16165,Justin Ellison,Corporate,Central,2016-12-05,3,2697.248,789.6476,Email,5.53,Promotional_Blast,142.79,3,Loyal Customers,11
JF-15190,Jamie Frazer,Consumer,West,2014-11-15,7,2279.5860000000002,575.1259,Social Media,12.85,Facebook_Prospecting,44.76,4,Loyal Customers,11
JF-15295,Jason Fortune-,Consumer,West,2014-03-14,5,955.124,97.28899999999999,Direct,4.03,Word_of_Mouth,24.14,1,Needs Attention,5
